sweep,maker_rebate,tie_rule,tick_size,seed,collusion_index,mean_spread,avg_profit,nash_spread,monopoly_spread
tick_size,0.0,split,0.1,3,0.7854910724067827,0.9713631249999999,0.12816599884328903,0.2,1.2
tie_rule,0.0,split,,0,0.9249443745564421,0.7999925000000003,0.14739015523480983,0.2,1.0
tick_size,0.0,split,0.1,11,0.9006654128997017,0.8000131250000002,0.1458208195058685,0.2,1.2
tie_rule,0.0,split,,1,0.7633429189811456,0.6000012499999997,0.12299466883711804,0.2,1.0
tick_size,0.0,split,0.1,2,0.7596728423591763,1.0395237500000003,0.12420837929569772,0.2,1.2
tick_size,0.0,split,0.1,13,0.7735670228742509,0.8800018750000002,0.1263381875863059,0.2,1.2
tick_size,0.0,split,0.1,7,0.7045541778295928,0.9041787499999998,0.11575936076200355,0.2,1.2
tie_rule,0.0,split,,3,0.9267453802390174,0.7999925000000003,0.1476620365088678,0.2,1.0
tick_size,0.0,split,0.1,14,0.7288864630139446,0.8166637499999999,0.11948920309842986,0.2,1.2
tick_size,0.0,split,0.1,15,0.842774293551816,0.6999999999999997,0.13694681748711376,0.2,1.2
tie_rule,0.0,split,,5,0.8822925218590676,0.7999825000000004,0.1409513970651451,0.2,1.0
tick_size,0.0,split,0.1,8,0.761930808596383,0.962495625,0.12455449796075312,0.2,1.2
tick_size,0.0,split,0.1,17,0.7024054061919073,0.799993125,0.11542998029630416,0.2,1.2
tick_size,0.0,split,0.1,18,0.793971529753935,0.7999887500000002,0.12946594944825762,0.2,1.2
tie_rule,0.0,split,,4,1.0003307721757477,0.999960625,0.15877054677364627,0.2,1.0
tie_rule,0.0,split,,8,0.9257062233017667,0.7999906250000004,0.14750516453740245,0.2,1.0
tie_rule,0.0,split,,16,0.7646658042249344,0.5999999999999998,0.12319437266314899,0.2,1.0
tie_rule,0.0,split,,6,0.7588178823443988,0.5999974999999997,0.12231156564768311,0.2,1.0
tie_rule,0.0,split,,19,0.7638716706164933,0.5999974999999996,0.12307448961151615,0.2,1.0
tie_rule,0.0,split,,2,0.7605233538845254,0.6000018749999998,0.12256902501035218,0.2,1.0
tick_size,0.0,split,0.1,19,0.8365004547652792,0.8099999999999999,0.13598511457509188,0.2,1.2
tie_rule,0.0,split,,12,0.924887714025688,0.7999831250000004,0.14738160171527392,0.2,1.0
tie_rule,0.0,split,,7,0.7608521152773813,0.5999987499999997,0.12261865509604013,0.2,1.0
tie_rule,0.0,split,,10,0.7614546225697152,0.5999968749999998,0.12270961008405257,0.2,1.0
tie_rule,0.0,split,,11,0.9268902649968681,0.7999700000000003,0.14768390842906057,0.2,1.0
tie_rule,0.0,split,,13,0.925154360609395,0.7990587500000004,0.14742185489914938,0.2,1.0
tick_size,0.0,split,0.1,12,0.7573058309535899,0.864291875,0.12384554533725646,0.2,1.2
tie_rule,0.0,winner_take_all,,3,0.4846054301606621,0.830330625,0.08372602233319931,0.3,1.0
tie_rule,0.0,winner_take_all,,5,1.005839169140408,1.0,0.15263485593257511,0.3,1.0
tie_rule,0.0,winner_take_all,,7,0.8561208842419005,1.066606875,0.13284160079707805,0.3,1.0
tick_size,0.0,split,0.1,10,0.7560139155484475,0.9555300000000001,0.12364751047383639,0.2,1.2
