sweep,n_makers,adverse_frac,adverse_cost,elasticity,epsilon_decay,alpha,maker_rebate,taker_fee,tie_rule,tick_size,memory,priority_share,allocation_noise,maker_rebates,maker_costs,latency_cost,seed,periods,collusion_index,mean_spread,avg_profit,nash_spread,monopoly_spread,punishment_magnitude,fee_condition,net_fee,heterogeneity
latency,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.03,2,50000,0.23200548237827454,0.6632540000000001,0.06984655773132359,0.2,1.0,0.0,,,
latency,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.03,3,50000,0.22888931673647142,0.6557310000000001,0.06945825478974817,0.2,1.0,-1.0,,,
latency,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.03,4,50000,0.2524398776958327,0.668678,0.07239287160651654,0.2,1.0,1.850371707708594e-16,,,
latency,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.05,0,50000,0.1710297170950918,0.6736890000000001,0.062248415736993676,0.2,1.0,0.4,,,
latency,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.05,1,50000,0.20988945855300944,0.7037839999999997,0.06709069745480331,0.2,1.0,0.15789473684210517,,,
latency,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.05,2,50000,0.1600922443528644,0.662393,0.06088550588963704,0.2,1.0,0.058823529411764504,,,
latency,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.05,3,50000,0.15862229466385283,0.660719,0.060702336618865926,0.2,1.0,0.19999999999999996,,,
latency,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.05,4,50000,0.1679018664223525,0.66578,0.06185865673293427,0.2,1.0,-0.3333333333333334,,,
latency,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.1,0,50000,-0.032196740389425396,0.6609290000000001,0.0369245272412819,0.2,1.0,-0.3333333333333335,,,
latency,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.1,1,50000,0.008010112584277695,0.6971890000000001,0.04193467146203183,0.2,1.0,-1.1818181818181817,,,
latency,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.1,2,50000,-0.03481969588892996,0.6580159999999999,0.03659768282633299,0.2,1.0,-0.3333333333333332,,,
latency,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.1,3,50000,-0.03521334021083178,0.659075,0.03654863111801607,0.2,1.0,-0.3333333333333335,,,
latency,2,0.5,0.2,1.0,2e-05,0.125,0.0,0.0,split,,1,0.7,12.0,,,0.1,4,50000,-0.010281201462982897,0.670442,0.039655405252767895,0.2,1.0,0.5,,,
